phage,host,label
NC_018861,LR134359,1
MK279871,CP018032,0
MH001456,NZ_MDHL01000001,0
KT246486,CP032788,0
NC_027358,CP024710,0
MK112549,CP023483,0
MH000606,CP027541,1
MK359308,CP027541,1
NC_023737,CP029897,0
MF140417,CP026337,0
MH536816,NZ_FNLM01000034,0
MK279852,CP027541,1
NC_023701,CP024710,0
MK279898,CP027541,1
NC_007046,NZ_LT571449,0
KX641261,NC_014640,0
MF190168,CP027541,1
NC_023708,CP027541,1
JF704093,CM000737,0
MH744423,QBMC01000001,0
MK279861,CP027541,1
MF324914,NZ_CCKZ01000001,0
MF919492,NZ_MIGA01000001,0
MK433261,CP030279,0
MH926062,NZ_KN046823,0
MG839030,CP019892,1
KX688102,LC361338,1
MH155873,CP019892,1
MH651186,NZ_AEUT02000001,0
NC_013648,NC_000001,0
KT281795,CP027541,1
MK524496,CP027541,1
JF937094,CP027541,1
MH910039,CP027541,1
KY464936,CP031422,0
MH576950,MH841968,0
MK279891,CP027541,1
JN699010,CP027541,1
MK524503,CP027541,1
MK016495,CP019892,1
MH271306,NZ_GL622183,0
JN391441,QOUU01000001,0
NC_029042,CP029897,1
MF668288,CP025095,0
NC_023718,NZ_KN150799,0
NC_019455,CP018032,1
MH926058,CP027541,1
NC_022330,CP027541,1
NC_020480,SIMC01000001,0
NC_017688,QLNP01000098,0
NC_023572,NZ_NGMG01000001,0
NC_009877,CP027541,1
MH045564,CP019892,1
NC_031253,CP014636,0
KX443696,MH286069,0
NC_031004,NZ_CP029604,1
NC_028929,NZ_AEUT02000001,0
MH834614,QLNP01000098,1
MG962361,NZ_HF571038,0
NC_028959,NBTS02000002,1
NC_004302,CP014201,0
MK279847,NZ_UHDY01000002,0
NC_003438,NZ_AGBZ02000001,1
KT184694,NZ_CM007353,0
NC_022059,CP027541,1
MH590592,CP027541,1
MK061406,NZ_MIGA01000001,0
NC_023609,CP020451,0
KR053198,SDYW01000001,0
NC_027335,NZ_MSEI01000003,0
KR063279,NZ_FNRZ01000004,1
MG757161,NZ_BAFC01000022,0
NC_028815,RKJP01000005,0
MH590602,CP027541,1
MH045557,NZ_CM002276,0
NC_009604,NZ_CM001889,0
MG099951,NZ_FNLM01000034,0
NC_024203,NZ_CM001153,0
KU998239,NZ_CP029604,1
JX649098,CP027541,1
NC_031052,NZ_FNOF01000001,0
MK359326,CP027541,1
NC_028856,CP022674,1
MG925354,CP024710,0
MG210949,LC361338,1
NC_028936,NZ_CM002803,0
KX610764,NREQ02000002,0
KP027196,CP027541,1
KX611831,CP027541,1
MK524508,NZ_MSEI01000003,0
NC_025450,NZ_CP018725,0
NC_029012,CP014013,0
MH576958,CP027541,1
KM597530,CP027541,1
MH651187,CP027541,1
MH727550,CP032788,1
MK524517,NZ_CP029604,0
MK112556,NZ_QTTZ01000001,0
MK450435,NZ_CP029604,1
NC_022764,CP022674,1
JN699013,CP027541,1
NC_007045,CP021427,0
NC_009820,CP027541,1
MK112535,RXKE01000007,0
KX619651,CP032410,0
MH834626,NZ_JYBP01000003,0
NC_009237,NBSQ01000002,1
MK359333,CP027029,0
NC_031007,NZ_AGBZ02000001,0
MF919493,CP027541,1
MG298964,CP022580,0
KU998247,NZ_CP029604,1
NC_024138,CP027541,1
JF704116,NZ_LT897825,0
MK279900,NZ_LFTY01000002,0
MH727564,CP020557,0
MH536820,CP027541,1
MH371118,CP032523,0
MK524499,CP027541,1
KU160671,CP020451,0
NC_027396,NZ_KN150799,0
KU160657,LC361338,1
MF185722,CP025095,0
MH727551,CP027541,1
KP017311,CP027541,1
MH399787,NZ_KN150799,0
MF668278,CP027541,1
NC_008197,CP020809,1
KJ944841,CP027541,1
KU160657,CP027541,0
MH153810,NZ_CP029604,1
MH825705,CP027541,1
MH509443,CP027541,1
NC_031094,RKJP01000005,0
NC_011290,CP031023,0
NC_029092,CP026100,1
KX576639,CP027541,1
KT818595,CP027541,1
MG812495,CP027541,1
NC_016566,CP032523,1
KY471269,NZ_CP029604,1
NC_008199,CP027541,1
NC_025465,NZ_UGJA01000003,1
MH576976,NZ_CP029604,1
MH513984,CP027541,1
KX641264,CP027541,1
MH651166,LR134303,0
MG757153,CP031422,0
KX576646,CP027541,1
NC_009334,NC_000001,1
NC_018831,CP011102,1
MK279899,QLNP01000098,1
MH779516,NZ_FNSA01000003,0
NC_005885,NZ_LT629758,1
NC_019528,CP022426,1
NC_028668,NZ_LK391965,0
NC_028929,NZ_NQJM01000001,0
NC_009993,CP027541,1
MH271314,CP029760,0
NC_022061,CP027541,1
JF937106,CP027541,1
MH271312,NZ_LT629770,1
NC_029100,NVTK01000009,1
KM925136,CP027541,1
MK433266,NZ_CM007353,0
MH727561,NZ_KN046795,0
MG757162,NZ_UZVX01000004,0
MH513974,NZ_CM001149,0
MH316564,NZ_LT571449,0
NC_030942,CP005486,0
NC_019526,SDYW01000001,0
NC_023607,CP027541,1
NC_021773,NZ_CM002803,0
NC_023579,NZ_NQJM01000001,1
GQ303259,NZ_CP023560,0
NC_022969,PDLE01000004,0
MH020243,CP027541,1
KY471267,CP027541,1
NC_012753,LS483339,1
NC_028783,LR134359,0
MH727559,NZ_FNRZ01000004,0
MH651168,NZ_CP029604,1
NC_018279,QLNP01000098,0
NC_031226,NZ_CP029604,1
NC_003524,CP019576,1
MF140421,CP027541,1
NC_020479,NZ_CCKZ01000001,0
NC_010808,NZ_CP023560,1
NC_023720,NZ_AOLR01000018,0
NC_020483,NZ_CM002803,0
NC_031076,CP030279,1
NC_028754,LC361338,0
NC_031013,NZ_CM007353,1
JN572061,CP027541,1
JF704116,CP027541,1
KJ194584,CP027541,1
NC_026612,NC_000001,1
MH513975,CP027541,1
KU160650,LC361338,1
JN020143,LT906480,0
MH077582,CP021427,0
NC_028681,CP014567,0
KT365402,NZ_JYBP01000003,0
NC_019514,NZ_MSEI01000003,0
NC_029094,CP023558,1
MH271310,NZ_LT629770,1
MH834599,CP014201,0
KT355473,LC361338,1
NC_028742,CP027541,1
MH825702,NZ_MIGA01000001,0
NC_028912,CP027541,1
MK524505,NZ_CP029604,1
MK305885,NZ_LT961733,0
NC_028862,NZ_LT629770,0
MK112530,NZ_MSEI01000003,0
JF957058,NZ_AOLR01000018,0
KX619651,NZ_LFTY01000002,0
MH590588,CP027541,1
MH576954,CP027541,1
MH669001,NZ_UHDY01000002,0
NC_008208,POWA01000006,0
MH001455,NZ_UHDY01000002,0
MH910037,QBMC01000001,0
NC_031913,NZ_UZVX01000004,0
MG962364,CP027541,1
NC_008721,CP025095,1
MH045554,CP019892,1
NC_031087,NZ_UWXU01000001,1
MF324902,QUAI01000001,1
KP027202,LS483339,0
KX369585,CP027541,1
NC_028823,CP027541,1
JN049605,CP021694,0
NC_030942,NZ_CP029604,1
NC_025829,CP032523,1
MH316561,NZ_AOLH01000002,0
NC_024203,AP014565,0
MK279867,LC361338,1
MH976507,NZ_CP029604,1
NC_018270,NZ_KV917376,0
MK392367,CP026337,0
KX610765,LC361338,1
NC_004831,AP014565,1
NC_029045,NZ_CM001153,1
NC_028247,CP017605,0
NC_021334,CP027541,1
MG925344,NC_000001,0
MK376960,NZ_CP029604,1
NC_026609,CP020358,0
NC_028783,CP005486,1
NC_028942,CP027541,1
NC_004689,CP027541,1
KP790011,NZ_BAFC01000022,1
JN859129,NZ_LT571449,0
MK279864,CP027541,1
NC_031257,QOUU01000001,0
NC_028801,CP020358,0
NC_027340,CP024902,0
NC_007605,LS483339,0
NC_028934,CP027541,1
NC_014663,NZ_BCTM01000001,0
MH183162,CP019892,1
NC_020843,NZ_FNSA01000003,0
KU160664,NZ_JNIU01000001,0
MH669008,CP029897,0
NC_024204,CP030026,1
NC_029033,CP030026,0
JF704097,CP027541,1
MH230874,NZ_HF571038,0
KU160641,LC361338,1
JN699002,CP028813,0
MF185731,CP025034,0
NC_031907,NZ_UHFW01000006,1
MH536823,NC_010163,0
NC_023608,CP030026,1
MH834614,NZ_AGBZ02000001,0
KT372003,CP035765,0
MH697578,NZ_JXYE01000002,0
KU647627,LC361338,1
MG925354,CP033337,0
NC_001629,CP032627,1
MH338234,CP024710,0
NC_028751,QMJJ01000001,0
NC_030939,CP024902,0
NC_021339,NZ_CM001889,1
MH155879,CP027541,1
MF324901,QUAI01000001,1
MH536820,CP032410,0
MK112545,CP032788,0
MH479923,NZ_CP029604,1
MK433259,QBMC01000001,0
NC_031071,SIMC01000001,0
NC_031018,CP024679,1
KX688103,LC361338,1
MK392364,NZ_OCQN01000001,1
NC_031035,CP027541,1
MH020249,CP027541,1
KU998255,PDLE01000004,0
MK524525,NZ_UZVX01000004,0
NC_028898,AP017936,0
NC_003324,NZ_KI421518,1
KX557284,NZ_CP029604,1
MK392367,NZ_FNOF01000001,0
KU963250,NZ_AEUT02000001,0
NC_022086,CP027541,1
MF189174,LC361338,1
NC_021342,CP028813,1
MK524518,CP027541,1
NC_027341,NZ_CM007353,1
KX534004,CP027541,1
MF919506,CP027541,1
MG757164,NZ_QEOC01000001,0
KM652554,NZ_CM001889,1
NC_031092,CP024679,1
MH001450,CP027541,1
MF185718,CP032788,0
MK359358,NZ_ALPT02000001,0
NC_004689,CP020809,1
KX641261,LR134359,0
JF957056,NZ_KV917375,0
NC_029316,NZ_CP029289,1
KU160643,LC361338,1
NC_019417,NZ_GL622183,0
MF281061,AP018216,0
MG944218,NZ_SAUP01000001,0
MF541410,CP019668,0
NC_026597,CP032523,0
KU935726,CP027541,1
KU985095,NZ_AOLH01000002,0
MF185726,CP027541,1
MH045563,CP019892,1
NC_031923,SIMC01000001,0
MK359322,CP027541,1
MH153802,NZ_CP018725,0
MH669013,NZ_CP029604,1
MK359315,CP027541,1
JN020140,NBSQ01000002,0
NC_016654,NZ_CM001149,1
NC_025415,CP031023,1
NC_001706,NZ_CM007353,1
NC_031064,CP005486,0
NC_008723,CP030279,0
MH779511,NZ_KN150939,0
KX557280,NZ_FNRZ01000004,0
NC_028930,CP020557,1
MH669006,NZ_JNYC01000004,1
JX262376,NZ_CM001889,1
MH155867,NZ_CP029604,1
NC_025427,SIMC01000001,1
MH513976,CP029449,0
MK279882,CP027541,1
NC_008205,CP020809,1
KT588442,CP019668,0
NC_031255,NZ_CP029604,1
MH155870,NZ_CM001889,1
NC_023748,CP027541,1
NC_016073,CP030026,1
MG962362,CP027541,1
NC_028969,NZ_HF571038,0
NC_022975,LR134303,0
NC_023726,CP027541,1
NC_026606,LC361338,1
NC_029059,CP027541,1
MH834611,QLNP01000098,1
NC_028766,CP023044,1
MK359304,NZ_CM001153,0
MH779510,CP006870,0
NC_019446,MH286069,0
NC_031041,AP017936,0
NC_028658,CP027541,1
KM588359,CP027541,1
MH825699,NZ_MIGA01000001,1
KR997933,NZ_UGVK01000001,0
MG757153,SIMC01000001,0
MH697580,CP033337,0
NC_027120,CP017605,0
NC_014636,CP030279,0
JF957059,CP023044,0
MG944219,CP020451,0
KU160665,LC361338,1
KX620750,CP030279,1
MK524528,LT906480,0
KT372003,CP022674,0
MG944226,CP019892,1
NC_005282,CP030026,1
NC_022071,CP027541,1
NC_023556,NC_014640,1
KM677210,NZ_CM001889,0
KY965064,CP027541,1
KJ567041,CP026100,0
NC_030907,CP017605,0
NC_028853,CP023044,1
MH727554,CP017065,0
NC_029048,NBTS02000002,1
NC_018285,CP020451,1
KX670828,CP018657,0
MH825710,CP027541,1
NC_021309,NZ_AOLS01000062,0
JX042578,NZ_CM007353,0
NC_020480,NC_000001,0
MK359310,CP027541,1
NC_031257,CP027541,1
MH020239,CP027541,1
MK016499,CP027541,1
NC_011802,CP030026,1
NC_020483,NZ_CM007353,0
NC_002649,RKIY01000003,1
MH825705,NZ_QEKR01000001,0
MH338238,QOUU01000001,0
MH371116,NZ_CP023484,0
MH001451,CP027541,1
MK359342,CP020567,0
NC_031045,CP030026,1
NC_028750,NZ_UWXU01000001,1
NC_011216,CP033337,0
MF140419,NZ_CP023484,0
MK376954,NZ_CP029604,1
KX557274,NZ_CP029604,1
NC_009814,CP027029,1
NC_031001,NZ_CP029604,1
MH727549,NZ_LFTY01000002,0
NC_031009,NZ_FOTC01000001,0
MH976510,NZ_CP029604,1
NC_017968,CP025034,0
MH651190,NZ_OCQN01000001,1
NC_019447,CP029760,0
MK279902,CP027541,1
NC_010153,NZ_CP029289,1
MH271306,NZ_JYNI01000003,0
MH834598,QLNP01000098,1
KP027198,NZ_NQJM01000001,0
KY471268,NZ_CP029604,1
NC_024375,NZ_CCKZ01000001,0
MH399784,CP027541,1
KT347313,CP027541,1
MH834628,NZ_HF571038,0
KU998238,NZ_CP029604,1
NC_011271,NZ_LT629770,0
NC_028750,NZ_UHFO01000001,0
NC_029018,CP027541,1
MF133445,CP027541,1
KT381277,NZ_CM001153,0
MH651176,NZ_CP029604,1
KJ194580,CP027541,1
KR053195,NZ_FNRZ01000004,1
KT355474,NZ_AEUT02000001,0
MH479926,LC361338,1
MK359318,CP027541,1
MF919541,NJFC02000001,0
MK524491,NZ_CM001149,0
KU985093,MH286069,0
NC_002669,NZ_CM007353,1
MF668280,CP027541,1
NC_006356,NZ_AOJL01000060,0
NC_022916,CP019668,1
MH744422,NZ_LT571449,0
NC_031090,MH202953,0
KY006473,CP028366,0
NC_026590,NBTS02000002,0
NC_031249,NVUC01000001,0
MF133445,NZ_FODB01000001,0
MH697587,NZ_CM002803,0
MK061413,NZ_HF571038,0
KU935726,NREQ02000002,0
MG962371,NZ_ALPT02000001,0
NC_028838,NBTS02000002,1
MF919490,CP027541,1
MF189173,LC361338,1
NC_028742,NZ_AEUD01000001,0
KU963263,NZ_CP029604,1
NC_028803,CP027541,1
NC_031127,NZ_NQJM01000001,1
NC_023728,NZ_UHDY01000002,0
NC_013155,NZ_AOLR01000018,0
JF704099,CP032410,0
KX621007,CP027541,1
NC_009877,CP027116,0
MH479910,CP020567,0
MH399781,LT906480,0
KY083058,NZ_KN046795,0
NC_016650,NZ_CP016896,0
NC_007056,NZ_UZVX01000004,0
KM402757,CP027541,1
KF024734,CP027541,1
KX576641,LC361338,1
NC_005893,CP017065,1
MH976512,CP029449,0
NC_008294,NZ_SAUP01000001,1
JN243856,POWA01000006,0
MH697575,CP022298,0
MG925348,CP019576,0
NC_031229,NZ_CP029604,1
JX042579,CP022298,0
NC_008198,CP020809,1
KP027203,CP027541,1
NC_024355,AP017936,0
KT355472,CP027541,1
KT281789,NZ_LK391965,0
NC_027204,NZ_GL622183,0
KM101117,CP027541,1
NC_019506,CP032788,0
NC_028659,NZ_UWXU01000001,1
MH077583,RKIY01000003,0
MG099953,NZ_AEUT02000001,0
KM591905,NZ_HF571038,0
KM101118,CP027541,1
MH779508,LR134359,0
MG925354,QOUU01000001,0
MG872839,QBMC01000001,0
KU160647,CP026337,0
MF140430,CP029449,0
KU728633,KY464958,0
JQ300538,CP034692,0
JN699009,NZ_JMSZ01000016,0
JF704099,CP027541,1
NC_028779,CP027541,1
MG593800,NZ_JYBP01000003,0
NC_028898,CP023044,1
MH651178,CP027541,1
MK376961,NZ_CM002276,0
NC_024121,CP029449,1
MG962371,CP027541,1
JF957058,CP027541,1
NC_011021,NZ_FOTC01000001,0
KX619650,NC_010163,0
MF324905,QUAI01000001,1
KR063279,NZ_JYNI01000003,0
NC_013155,NZ_CM007353,1
NC_009234,NBSQ01000002,1
MK524507,NZ_FNLM01000034,0
NC_011287,NZ_NGMG01000001,0
NC_023692,CP027541,1
NC_024386,NZ_FLYG01000003,0
NC_038371,MH286069,1
NC_031094,LS483339,1
KT372003,CP027541,1
MH744416,NZ_JYNI01000003,0
NC_014459,CP027029,0
NC_027329,NBTS02000002,0
MH669007,CP014636,0
MH651175,CP027541,1
MK359366,CP027541,1
NC_025427,NZ_JYBP01000003,0
MH576962,NZ_CM001889,1
MG770211,NZ_CP029604,1
MH651174,CP027541,1
MH910036,CP018032,0
NC_011271,PEKX01000007,0
MK284521,CP023483,0
MH576956,AP018216,0
KR080200,CP027541,1
MH590606,NZ_KV917375,0
NC_024147,NJFC02000001,0
MH153807,QUAI01000001,1
KR080197,CP027541,1
MH045561,CP019892,1
MG198782,LC361338,1
NC_024363,NZ_MIGA01000001,0
KU160642,LC361338,1
MK016497,CP019892,1
KU234099,NZ_FODB01000001,0
KU160642,NZ_LR215978,0
NC_008193,NZ_CM002276,1
NC_020853,CP029620,0
MH316568,NZ_LT629758,0
MF919525,CP027541,1
MF324907,LC361338,1
NC_007021,NZ_CP023560,1
KY471267,NBSQ01000002,0
KT309034,CP027541,1
NC_018850,MH841968,0
MK284519,CP027541,1
NC_004302,NZ_CM007353,1
MH651173,MTKC01000003,0
MH910041,NC_014640,0
MH450130,CP027541,1
MK310138,CP006870,0
KY223999,CP027541,1
NC_031052,NZ_CM001153,0
NC_009904,NBTS02000002,0
JF704103,NZ_CDQJ01000001,0
KR063278,CM000737,0
NC_028828,CP027541,1
MH271313,NZ_CP029604,1
NC_028677,QUAI01000001,1
MF919514,NZ_CP029604,1
NC_031123,CP024679,1
NC_015254,CP023483,1
NC_031042,NZ_CP029289,0
MG757159,CP027541,1
MF140426,LC361338,1
MH399777,AP014565,0
MH834612,NZ_CM002276,0
KU963257,NZ_CP029604,1
MH051261,CP027541,1
NC_007605,NC_000001,1
MF919520,CP021694,0
MK061408,CP027541,1
MH536819,NC_000001,0
NC_028697,CP033337,1
MH536825,CP027541,1
NC_013644,NZ_UGJA01000003,1
KT222941,QMJJ01000001,0
MH020242,NZ_AOLS01000062,0
NC_004313,CP030026,1
MG757163,CP019892,0
KR997931,NZ_AOJL01000060,0
MF324913,CP032523,0
MK359366,NVUT01000001,0
MH399773,CP027541,1
NC_016435,CP026337,0
MH651175,NZ_LR215978,0
KU935730,NZ_DF968533,0
MF668287,CP027541,1
NC_023740,CP029897,0
MK279842,CP022674,0
MK061415,NZ_CP023560,0
KM463009,CP027541,1
KY969628,NZ_BAFC01000022,0
KY969628,CP027541,1
KY549153,QUAI01000001,1
MK279901,NZ_AEUT02000001,0
MH479909,NZ_MSEI01000003,0
KJ194583,CP020369,0
KY549155,CP032627,0
MH590596,CP027541,1
NC_011057,CP027541,1
MH834618,QLNP01000098,1
NC_021063,NZ_GL622183,0
JX901189,CP024902,0
NC_024138,MH286069,0
KX576645,CP032627,0
KU647629,NZ_KI421518,0
NC_031234,NZ_CP029604,1
MK359299,CP032788,0
NC_012756,NZ_GL622183,1
KU695582,CP027541,1
KX557277,NBSQ01000002,0
NC_020158,NZ_FNOF01000001,1
KY965065,QOUU01000001,0
KF841476,CP027541,1
NC_027363,LR134235,0
NC_031072,NZ_HF571038,0
MH651186,CP019892,0
KU963252,NZ_CP029604,1
MK279842,QLNP01000098,0
KX648373,LT906480,0
NC_028880,CP024679,1
MG944221,CP027541,1
KT222942,CP027541,1
KR816508,CP027541,1
MF185723,NZ_MSEI01000003,0
KY549155,NZ_AEUT02000001,0
NC_024366,CP027541,1
NC_023723,CP032627,0
NC_011216,CP019668,1
MF038791,LC361338,1
MF140423,LC361338,1
MH045557,NZ_NQJM01000001,0
MH976519,CP034692,0
MH976518,NZ_CP029604,1
MK279851,CP014324,0
NC_020488,CP019236,0
NC_027360,CP030026,1
NC_030944,NZ_CP029604,1
NC_015250,NZ_AEUD01000001,0
JX649096,CP027541,1
KM408320,CP027541,1
NC_023555,CP020369,0
MF919526,CP027541,1
JF704096,CP019892,0
NC_031072,CP025430,0
MG839024,NZ_CM001149,0
NC_028843,NZ_AOLH01000002,0
NC_024386,CP006870,0
NC_008294,CP027541,0
MG925352,CP019892,1
MH834613,CP027541,1
MG099937,CP017065,0
KX641266,CP027541,1
NC_028759,AP014565,0
NC_028676,NZ_FLYG01000003,0
NC_024148,CP032627,0
NC_028835,CP005486,1
MF185718,NZ_LT629770,0
MF766048,NZ_FOTC01000001,0
KX576639,AP018216,0
NC_008363,NZ_CM007353,1
NC_029106,NC_014640,1
NC_023747,CP027541,1
MF919519,NZ_CM007353,0
NC_009018,LR134303,0
MK112541,NZ_LFTY01000002,0
KX670828,MH841968,0
JF704109,NC_014640,0
MH976519,CP022580,0
MH834621,NZ_LT961733,0
JN618996,NZ_JXYE01000002,0
NC_007048,CP022580,0
MH834624,QLNP01000098,1
MH834607,QLNP01000098,1
NC_027341,CP014013,0
MG770213,CP027541,1
KJ194579,CP027541,1
MH051248,CP027541,1
NC_008198,NZ_GG657757,0
JF937107,NREQ02000002,0
NC_031072,CP019668,0
MF185718,LC361338,1
MF324912,CP027541,1
NC_023719,CP022674,1
MH834604,NZ_LK391965,0
MH590602,CP032627,0
MK112538,NZ_KV917376,0
KT365397,CP027541,1
MH576961,CP029449,0
NC_024147,CP027541,1
NC_024206,CP021427,1
MK433266,NZ_MIGA01000001,1
NC_031281,NZ_KN046823,0
NC_028834,NC_014640,1
NC_031019,NZ_UWXU01000001,0
MH045567,NZ_AOLR01000018,0
NC_028796,CP027541,1
JF937100,CP027541,1
NC_009737,RKIY01000003,1
NC_011308,CP018363,0
MK359357,SDYW01000001,0
NC_011614,NZ_CP023560,1
NC_027119,MH202953,0
MH590604,CP019892,1
MH001457,NZ_CM001889,1
MF140433,LC361338,1
NC_023577,CP027541,1
NC_011291,CP027541,1
NC_015250,NZ_UHDY01000002,0
NC_029075,NC_014640,1
NC_003299,NZ_QTTZ01000001,0
NC_005282,NZ_KE356190,0
MH834606,NZ_CP029289,0
MH479910,CP035765,0
NC_029084,CP020557,1
MH590587,CP027541,1
NC_028860,CP027541,1
NC_031092,CP020358,0
NC_031031,NZ_UHDY01000002,0
NC_027390,SDYW01000001,0
KT591076,NZ_NQJM01000001,0
MH697592,CP027541,1
MF919494,CP027541,1
MH590590,NZ_PETF01000001,0
JF937099,CP027541,1
GQ303264,CP027541,1
KX375815,CP027541,1
NC_028742,CP025430,0
NC_023601,MTZF01000001,1
MK279847,NZ_SAUP01000001,0
NC_029104,NZ_UHFW01000006,0
MF324913,CP034433,0
KJ538723,CP011102,0
MH697588,CP027541,1
KT246485,CP027541,1
NC_031126,NZ_NQJM01000001,1
KU160674,LC361338,1
KX670787,NZ_NQJM01000001,0
NC_011267,CP027541,1
MH744416,CP019892,1
NC_024370,NZ_FNRZ01000004,0
MG593800,NZ_UHFO01000001,0
KU935729,CP027541,1
MF189177,NZ_DF968533,0
MK279902,CP025430,0
NC_003299,NZ_CP029604,0
NC_007917,NZ_FNOF01000001,0
MH976512,NZ_CP029604,1
NC_011612,NZ_CP023560,1
MH155867,NVUC01000001,0
NC_008207,CP020809,1
NC_020879,CP032410,0
MK524509,CP027541,1
NC_022067,CP027541,1
NC_015252,NZ_LT897825,0
MK112551,CP027541,1
MH834615,NZ_ALPT02000001,0
MK305893,CP027541,1
MK450424,CP027541,1
NC_011085,PDLE01000004,1
NC_023748,NZ_MSEI01000003,0
NC_013694,CP027541,1
NC_031109,NZ_CP029604,1
MK359337,CP027541,1
MK016504,CP027541,1
KT364588,CP027541,1
NC_021561,CP014324,0
NC_021537,NZ_AEUD01000001,0
MK359356,CP029897,0
NC_023698,CP027541,1
MG962365,NZ_AGBZ02000001,0
KT281796,CP027541,1
MH910042,CP027541,1
MG872840,MH286069,0
MH001447,CP027541,1
JX411620,CP027541,1
MH834595,CP033337,0
MH001447,CP022426,0
NC_024378,AP017936,1
MG099948,CP027541,1
NC_019408,CP023315,1
JN699009,CP027541,1
NC_022090,NZ_DF968533,0
KP027202,LR134359,0
KU160655,CP029760,0
